"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"353","펑타이그레이터차이나(유)","[펑타이코리아] 2D 모션그래픽 디자이너 경력직 채용","15","321","경력 3~8년","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","서울 강남구지도","2019.03.28 16:00","2019.04.27 23:59",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 생일선물/파티","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더...","수유실, 휴게실, 수면실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 사내 정원, ...","야간교통비지급, 주차장제공","연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직","노조/노사협의회, 수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"354","(주)이엠텍아이엔씨","행망 조달PC시스템 영업사원 모집(행망조달관련 유경험자우대)","1","140","신입·경력 1년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 용산구지도","2019.03.28 16:00","2019.04.27 23:59","활동/경험 해당직무 인턴경력, 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, 문서작성 우수자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","(주)신한방","(주)신한방 계열사 전산실 신입사원(ERP) 모집 - 프로그램개발","17","379","신입","대졸(4년제) 이상(예정자 가능)","무관","3,000~3,200만원","정규직 수습기간 3개월","사원","주 5일(월~금) 오전 8시 30분 ~ 오후 6시 30분","서울 영등포구지도","2019.03.28 17:00","2019.04.14 23:59","전공컴퓨터/시스템공학활동/경험 해당직무 인턴경력","건강검진, 각종 경조사 지원, 단체 상해보험, 자녀학자금","퇴직연금, 휴일(특근)수당, 직책수당, 4대 보험",NA,"신입사원교육(OJT), 점심식사 제공","사원증, 자회사 제품할인",NA,"연차, 여름휴가, 경조휴가제, 반차, 산전 후 휴가, 육아휴직",NA,NA,"자격증정보처리기사",NA
"356","굿어스㈜","[화성] NW 보안 신입, 경력 1년 이상","17","687","신입·경력 1~2년","대졸(4년제) 이상","무관","면접후 결정","정규직","면접후 결정 / 팀원","월~금 / 월 1회 스윙 근무 오전 8시 ~ 오후 5시","서울 강남구, 경기 화성시지도","2019.03.28 17:00","2019.04.22 18:00","자격증CCNP (Cisco Certification Network Professional)기타CCNP 보유자",NA,NA,NA,NA,NA,NA,NA,NA,NA,"자격증CCNA (Cisco Certification Network Associate)",NA
"357","다무라케미컬코리아(주)","기술영업부 신입 및 경력직원 모집","49","2,020","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","경기 안성시","2019.03.28 00:00","2019.04.14 23:59","활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 야근수당, 휴일(특근)수당, 연차수당, ...",NA,"구내식당(사원식당), 점심식사 제공, 사내동호회 운영, 사우회(경조사회), 음료제공...","유니폼지급, 사무용품 지급","주차장제공","육아휴직",NA,NA,NA,NA
"358","한국쓰리엠","Spec-In Sales - Industrial Business (대구 및 경북 지역)","43","911","경력(년수무관)","대졸(4년제) 이상","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 9시~오후 6시","서울 영등포구지도","2019.03.28 19:00","2019.04.15 23:59",NA,"건강검진, 의료비지원(본인), 각종 경조사 지원, 본인학자금, 업무활동비 지급, 통...","인센티브제, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 4대 보험","명절선물/귀향비","교육비 지원, 점심식사 제공, 사내동호회 운영, 우리사주제도","노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급",NA,NA,NA,"92",NA,NA
"359","주식회사 아메바컬쳐","주식회사 아메바컬쳐 관리팀 경력 채용 공고","43","1,223","경력 5~7년","대졸(2,3년제) 이상","무관","4,000~5,000만원","정규직 수습기간 6개월",NA,"주 5일(월~금) 오전 10시~오후 7시","서울 마포구지도","2019.03.28 21:00","2019.04.27 23:59",NA,NA,"퇴직연금, 상여금, 4대 보험",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","LS메카피온(주)","[파워기술팀] 경력사원 모집","10","790","경력 4년 이상","학력무관","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 안양시 동안구지도","2019.03.29 08:00","2019.04.19 23:59","전공전기/전자공학, 기계/자동차/조선공학활동/경험 해당직무 근무경험근무조건 인근거주자기타관련학과 졸업자, 관련업무 유경험자","건강검진, 의료비지원(본인), 의료비지원(가족), 헬스비 지급, 자녀학자금","퇴직금, 가족수당, 4대 보험","명절선물/귀향비, 창립일선물지급","점심식사 제공, 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","회의실, 사원증, 자회사 제품할인, 사무용품 지급",NA,"산전 후 휴가","자유복장",NA,NA,"3"
"361","(주)디에이치글로벌","기획운영팀 생산관리 경력 채용","7","345","경력 3년 이상","학력무관","무관","3,000~3,200만원","정규직 수습기간 3개월","대리, 과장","주 5일(월~금) 오전 8시 30분~오후 5시 30분","광주 북구지도","2019.03.29 08:00","2019.04.13 23:59",NA,"건강검진, 단체 상해보험","퇴직금, 연차수당, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 구내식당(사원식당), 사우회(경조사회)","휴게실, 회의실, 유니폼지급","기숙사 운영, 통근버스 운행","연차, 여름휴가, 근로자의 날 휴무","회식강요 안함",NA,NA,NA
"362","유닉스전자㈜","제품 디자인 담당자 모집","49","538","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","과장, 대리","주 5일(월~금) ","서울 용산구지도","2019.03.29 08:00","2019.04.28 23:59","기타3D(Rhino, key shot) 2D 프로그램 사용 가능하신분,제품 디자인 유경험자 .소형가전제품 디자인 유경험자.","각종 경조사 지원","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"저녁식사 제공",NA,"기숙사 운영",NA,NA,NA,NA,NA
"363","서진산업(주)","경주공장 제조팀(공무) 인턴모집","41","838","신입","대졸(4년제) 이상","무관","회사내규에 따름","인턴직 6개월, 정규직 전환 가능","사원","주 5일(월~금) ","경북 경주시지도","2019.03.29 08:00","2019.04.28 23:59","전공금속/비금속공학, 산업공학, 기계/자동차/조선공학활동/경험 해당직무 근무경험근무조건 인근거주자, 운전가능자, 지방근무 가능자","건강검진, 직원대출제도, 각종 경조사 지원, 자녀학자금","퇴직연금, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 자격증수당...","명절선물/귀향비, 창립일선물지급, 크리스마스 선물","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","회의실, 장애인 화장실, 유니폼지급, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급","기숙사 운영, 차량유류비지급, 통근버스 운행, 주택자금 융자, 주차장제공","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가, ...",NA,NA,NA,NA
"364","엠큐네트웍스(주)","영업관리 경력사원 채용 - 정규직","48","456","경력 1~5년","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","주임, 대리 / 팀원","주 5일(월~금) ","서울 강남구지도","2019.03.29 09:00","2019.04.28 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","㈜한샘","2019 신입사원 공개채용(영업직) 홈 리더 전형","31","509","신입","학력무관","무관","회사내규에 따름","정규직",NA,NA,"전국","2019.03.28 00:00","2019.04.17 17:00","기본보훈대상자, 장애인우대, 취업보호대상자",NA,NA,NA,NA,NA,NA,NA,NA,"108",NA,NA
"366","㈜한샘","2019 신입사원 공개채용(영업직) 일반전형","89","1,279","신입","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"전국","2019.03.28 00:00","2019.04.17 17:00","기본보훈대상자, 장애인우대, 취업보호대상자",NA,NA,NA,NA,NA,NA,NA,NA,"209",NA,NA
"367","(주)체리부로","육계 영남지역 대리점 영업 경력직","2","134","경력 2년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름경력직 면접시 협의","정규직 수습기간 3개월","사원, 대리 / 팀원","주 6일(월~토) ","충북 진천군지도","2019.03.29 09:00","2019.04.28 23:59","전공농수산/해양학, 식품/유전/바이오자격증영양사, 축산기사자격/능력 컴퓨터활용능력 우수근무조건 인근거주자, 운전가능자","건강검진, 각종 경조사 지원","퇴직연금, 장기근속자 포상, 휴일(특근)수당, 직책수당, 4대 보험","명절선물/귀향비","신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 구내식당(사원식당), 점심...","유니폼지급","통근버스 운행, 주차장제공","연차, 경조휴가제, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가","회식강요 안함",NA,"자격증2종보통운전면허","2"
"368","SK이노베이션 Global Technology","SK이노베이션 연구소 홍보/사무운영원 채용","67","1,976","경력 2년 이상","대졸(4년제) 이상","무관","회사내규에 따름","계약직",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","대전 유성구지도","2019.03.29 09:00","2019.04.14 23:59","외국어 능력 영어가능자, 영어능통자활동/경험 해당직무 근무경험","건강검진, 의료비지원(본인), 각종 경조사 지원, 체력단련실운영","퇴직금, 야근수당, 연차수당, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영","카페테리아, 사내 정원","기숙사 운영, 통근버스 운행","연차, 여름휴가, 경조휴가제",NA,"78",NA,NA
"369","(주)케이지에듀원","[KG에듀원] 교원임용 학원운영 및 온라인팀 정규직 채용","11","320","신입·경력(년수무관)","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","사원 / 팀원","학원근무자: 탄력근무 학원근무자: 교대근무제 ","서울 동작구지도","2019.03.29 10:00","2019.04.28 23:59","활동/경험 해당직무 근무경험","건강검진, 금연수당, 각종 경조사 지원, 헬스비 지급, 문화생활비, 결혼준비 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 직책수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","창립일행사, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 사이...","휴게실, 카페테리아, 사내 정원, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급",NA,"연차, 여름휴가, 반차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성...","회식강요 안함, 야근강요 안함, 캐주얼데이",NA,NA,NA
"370","진원생명과학","핵산(DNA/mRNA) 신약의 전임산 연구원/팀장급 채용","62","1,189","신입·경력 5년 이상","석사졸업 이상 (부문별 상이)","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전 8시 ~ 오후 5시","서울 강남구, 서울전체","2019.03.29 00:00","2019.04.21 23:59","전공생명/환경공학, 화학공학, 식품/유전/바이오",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","㈜원진그룹","2019년 원진그룹 사업부별 신입/경력사원 채용공고","341","7,477","신입·경력","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직",NA,NA,"경남 양산시","2019.03.29 17:00","2019.04.14 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"149"
"372","(주)케이지에듀원","[KG에듀원] 기업교육운영자 경력직 모집","11","208","경력 3~5년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","대리 / 팀원","주 5일(월~금) ","서울 동작구지도","2019.03.29 10:00","2019.04.28 23:59","기타1) HRD 및 B2B 관련 유관 업무 경험자2) 바로 근무 가능한 자","건강검진, 금연수당, 각종 경조사 지원, 헬스비 지급, 문화생활비, 결혼준비 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 직책수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","창립일행사, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 사이...","휴게실, 카페테리아, 사내 정원, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급",NA,"연차, 여름휴가, 반차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성...","회식강요 안함, 야근강요 안함, 캐주얼데이",NA,NA,NA
"373","(주)수석","경리·출납·결산(경리&결산·정산外 ) 채용 공고","121","1,183","무관(신입포함)","대졸(2,3년제) 이상","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 성동구지도","2019.03.29 09:00","2019.04.14 23:59","활동/경험 해당직무 근무경험근무조건 인근거주자","건강검진, 직원대출제도, 체력단련실운영, 자녀학자금","상여금, 장기근속자 포상, 퇴직금, 휴일(특근)수당, 연차수당, 직책수당, 자격증수...","명절선물/귀향비, 창립일선물지급","우수사원시상식, 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회)","휴게실","주차장제공","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 휴가비지원","노조/노사협의회",NA,NA,NA
"374","주식회사 에버다임락툴","[현대백화점 계열사] MCT 기계조작자 경력사원 신입사원 모집","6","356","경력 1년 이상","학력무관","무관","회사내규에 따름경력에따라 급여 재조정","정규직",NA,"토요일 격주휴무(월~토) 2주 단위로 근무조 변경. 3교대 ","전북 완주군, 전북전체, 익산시, 전주시, 전주시 덕진구지도","2019.03.29 10:00","2019.04.19 23:59","근무조건 3교대근무 가능자기타* 경력 1년이상 지원가능* 수평MCT 5축, 프로그램 편집 가능자 우대* 연봉 동업계 상위","건강검진, 의료비지원(본인), 단체 상해보험, 의료비지원(가족), 본인학자금, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 야근수당, 휴일(특근)...","명절선물/귀향비, 창립일선물지급","우수사원시상식, 워크샵, 직무능력향상교육, 구내식당(사원식당), 점심식사 제공, ...","휴게실, 수면실, 회의실",NA,"연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 휴가비지원",NA,NA,NA,NA
"375","AJ동양메닉스","동양메닉스 경력사원 수시채용","46","1,152","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 송파구","2019.03.29 00:00","2019.04.14 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42",NA,NA
"376","㈜엠케이테크놀로지","Tire 금형설계, 기술개발에 역량있는 신입사원 모집합니다.","43","1,016","신입","대졸(4년제) 이상(예정자 가능)","무관","3,600~3,800만원","정규직 수습기간 3개월","사원","주 5일(월~금) 8시~17시","대전 유성구지도","2019.03.29 10:00","2019.04.28 23:59","기타타이어 금형(Mold) 및 Container 개발 역량이 있으신분 / 영어로 자유로운 의사소통이 가능하신분","건강검진, 각종 경조사 지원, 체력단련실운영, 자녀학자금","퇴직연금, 인센티브제, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차수당, 직책수당...","명절선물/귀향비, 창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 외국어 교육 지원, 구내식당(사원식당), 점심...","휴게실, 회의실","기숙사 운영","연차, 여름휴가, 경조휴가제, 창립일휴무, 산전 후 휴가, 육아휴직",NA,NA,"전<U+00A0><U+00A0><U+00A0>공기계/자동차/조선공학외국어TOEIC 800급(점) 이상, OPIC IH1급(점) 이상",NA
"377","한국원자력통제기술원","2019년도 정규직원 채용 공고","369","12,420","신입·경력","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직",NA,NA,"대전 유성구지도","2019.03.29 09:00","2019.04.18 18:00","기본보훈대상자, 장애인우대",NA,NA,NA,NA,NA,NA,NA,NA,"1,902","전<U+00A0><U+00A0><U+00A0>공법학계열, 상경계열",NA
"378","휴먼팜㈜","원료의약품 해외업무 화학전공 영어가능자 모집","12","199","신입·경력 1~5년","학력무관(예정자 가능)","24세 이상/여자","면접후 결정","정규직","면접후 결정","주 5일(월~금) ","서울 강동구지도","2019.03.29 10:00","2019.04.28 23:59","전공영어영문학, 화학, 유통/무역학활동/경험 해당직무 근무경험","각종 경조사 지원","인센티브제, 퇴직금, 4대 보험",NA,"점심식사 제공",NA,NA,"여름휴가, 경조휴가제",NA,NA,"외국어TOEIC 750급(점) 이상",NA
"379","(주)동윤산업","(경력사원) 환경·품질관리 정규직 채용","5","579","경력 2~4년","대졸(4년제) 이상","무관","3,600~3,800만원상여금지급,퇴직금별도","정규직 수습기간 3개월","주임","주 5일(월~금) 오전 9시~오후 6시","경북 구미시지도","2019.04.07 10:00","2019.04.30 23:59","기타환경관련 자격증 소지자 우대","건강검진, 각종 경조사 지원, 자녀학자금","상여금, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차수당, 자격증수당, 4대 보험","명절선물/귀향비, 창립일선물지급","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 아침식사 제공, 음료제공(차, 커피)","휴게실, 회의실, 비상경보장치, 유니폼지급, 사무용품 지급",NA,"연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 육아휴직","자유복장",NA,"자격증대기환경산업기사",NA
"380","휴먼팜㈜","원료의약품 및 완제의약품 식약처 등록업무 모집","8","207","경력 1~5년","학력무관(예정자 가능)","26세 이상/성별무관","면접후 결정","정규직","면접후 결정","주 5일(월~금) ","서울 강동구지도","2019.03.29 11:00","2019.04.28 23:59","전공영어영문학, 화학, 유통/무역학활동/경험 해당직무 근무경험","각종 경조사 지원","인센티브제, 퇴직금, 4대 보험",NA,"점심식사 제공",NA,NA,"여름휴가, 경조휴가제",NA,NA,"외국어TOEIC 750급(점) 이상",NA
"381","휴먼팜㈜","국내제약사  원료의약품 컨설팅 및 Licensing 기술영업자 모집","4","75","경력 1년 이상","학력무관","나이무관/남자","회사내규에 따름","정규직","면접후 결정","주 5일(월~금) 09:00 ~ 18:00","서울 강동구지도","2019.03.29 11:00","2019.04.28 23:59","전공물리, 화학, 생명과학외국어TOEIC 650급(점) 이상활동/경험 해당직무 근무경험","각종 경조사 지원","인센티브제, 퇴직금, 4대 보험",NA,NA,NA,NA,"여름휴가, 경조휴가제",NA,NA,NA,NA
"382","(주)바른전자","자재관리팀 경력사원 채용","71","1,536","경력 1년 이상","학력무관","무관","면접후 결정","정규직 수습기간 3개월","사원, 주임, 대리","주 5일(월~금) ","경기 화성시지도","2019.03.29 11:00","2019.04.28 23:59","자격/능력 컴퓨터활용능력 우수근무조건 인근거주자, 운전가능자, 차량소지자, 기숙사 생활가능자","건강검진","퇴직연금, 인센티브제, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","생일선물/파티, 결혼기념일선물","신입사원교육(OJT), 직무능력향상교육, 멘토링제도, 구내식당(사원식당), 점심식사 ...","휴게실, 회의실, 전용 사옥, 건물 내 경사로, 장애인 화장실, 장애인 전용주차장, 문...","기숙사 운영, 통근버스 운행, 주차장제공","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","수평적 조직문화, 회식강요 안함, 자유복장",NA,NA,NA
"383","동일알루미늄(주)","[업무과] 총무·법무·사무 경력무관 모집합니다","41","830","무관(신입포함)","고교졸업 이상","무관","회사내규에 따름상여금300%","계약직 정규직 전환 가능","사원","주 5일(월~금) 09:00 ~ 18:00 (잔업있음)","경남 김해시지도","2019.03.29 11:00","2019.04.19 23:59","활동/경험 해당직무 근무경험근무조건 인근거주자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","삼부정밀화학주식회사","품질관리 신입, 경력직 모집","45","1,215","신입","학력무관","무관","회사내규에 따름경력직은 추후 협의.","계약직 2년, 정규직 전환 가능",NA,"주 5일(월~금) 오전 8시 ~ 오후 5시.","경남 김해시지도","2019.03.29 11:00","2019.04.13 23:59","활동/경험 해당직무 근무경험근무조건 인근거주자","건강검진","퇴직금, 휴일(특근)수당, 4대 보험",NA,"점심식사 제공","유니폼지급","통근버스 운행","연차, 경조휴가제",NA,NA,NA,NA
"385","네오위즈","[네오위즈플레이스튜디오] 각 부문 신입/경력직 모집","102","3,568","무관(신입포함)","학력무관","무관","면접후 결정","정규직, 계약직, 인턴직정규직 수습기간 3개월계약직1년, 정규직 전환 가능 - 기간제인턴직3개월, 정규직 전환 가능","팀원","주 5일(월~금) ","경기 성남시 분당구지도","2019.03.29 11:00","2019.04.28 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원, 선택적복리후생","인센티브제, 장기근속자 포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","워크샵, 도서구입비지원, 사이버연수원운영, 교육비 지원, 구내식당(사원식당), 저...","수유실, 휴게실, 수면실, 회의실, 카페테리아, 게임기, 전용 사옥, 사무용품 지급","야간교통비지급, 주차장제공","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남...","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장","81",NA,NA
"386","(주)더블유피지코리아","반도체 BT(BLE)/WiFi 제품군 기술 지원 엔지니어","3","131","경력 3년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","경기 성남시 분당구지도","2019.03.29 11:00","2019.04.28 23:59","전공컴퓨터/시스템공학, 전기/전자공학","각종 경조사 지원, 헬스비 지급, 통신비 지원","인센티브제, 4대 보험","생일선물/파티","저녁식사 제공, 음료제공(차, 커피)",NA,NA,NA,NA,NA,NA,NA
"387","인포뱅크㈜","모빌리티 및 자율주행관련 서비스 기획자와 함께 하고자 합니다.","8","468","경력 3~7년","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","경기 성남시 분당구","2019.03.29 00:00","2019.04.19 23:59","자격/능력 문서작성 우수자, 엑셀 고급능력자","건강검진, 직원대출제도, 각종 경조사 지원, 헬스비 지급, 본인학자금, 자녀학자금","장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 야근수당, 휴일(특근)수당, 연...","명절선물/귀향비","사내동호회 운영, 사우회(경조사회)","휴게실, 수면실, 회의실, 카페테리아","통근버스 운행, 야간교통비지급","연차, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직",NA,NA,NA,NA
"388","㈜이엔에프테크놀로지","각 부문 신입 및 경력 모집","447","15,564","신입·경력","대졸(2,3년제) 이상(예정자 가능) 각 모집 부문에 따라 상이","무관","회사내규에 따름","정규직, 계약직","면접후 결정","주 5일(월~금) ","경기 용인시, 용인시 기흥구, 울산 남구, 충남 아산시, 천안시","2019.04.02 00:00","2019.04.16 23:59","활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","(주)녹십자헬스케어","HIS 운영개발 및 구축 개발자(경력) 채용","14","338","경력 3~10년","대졸(4년제) 이상","무관","면접후 결정","정규직 수습기간 3개월","과장, 대리","격주근무(주말 근무시 월요일 오전 Off) 07:00~ 16:00 / 08:00 ~ 17:00","경기 성남시 분당구지도","2019.03.29 11:00","2019.04.14 23:59",NA,"건강검진, 각종 경조사 지원, 자녀학자금","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","창립일선물지급, 생일선물/파티","창립일행사, 우수사원시상식, 워크샵, 교육비 지원, 점심식사 제공","휴게실, 회의실, 유니폼지급, 콘도/리조트 이용권, 사무용품 지급",NA,"연차, 경조휴가제, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직",NA,NA,NA,"9"
"390","㈜인바디","2019 인바디 상반기 공개채용","767","15,279","신입","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직","사원",NA,"서울 강남구, 충남 천안시 서북구지도","2019.04.08 00:00","2019.04.22 17:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"356",NA,NA
"391","㈜하이모","하이모 고객센터 CRM팀원 모집","32","545","신입·경력","학력무관","무관","회사내규에 따름","정규직","면접후 결정","주 5일(월~금) 9:30 ~ 19:00","서울 서초구지도","2019.03.29 00:00","2019.04.15 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","(주)푸드나무","홈쇼핑 영업팀 경력직원 모집","6","281","경력 7~15년","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월","과장, 차장","주 5일(월~금) ","서울 마포구지도","2019.03.29 12:00","2019.04.19 23:59",NA,"건강검진, 각종 경조사 지원, 헬스비 지급, 업무활동비 지급","퇴직연금, 퇴직금, 성과급, 4대 보험","명절선물/귀향비","플레이샵, 직무능력향상교육, 저녁식사 제공, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 카페테리아, 사원증, 자회사 제품할인, 콘도/리조트 ...",NA,"연차, 경조휴가제, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가, 육아휴직","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"393","한일건설㈜","2019년 신입 및 경력사원 채용","238","11,731","신입·경력","학력무관(예정자 가능)","무관","회사내규에 따름","정규직",NA,NA,"서울 강남구, 전국","2019.04.02 00:00","2019.04.14 23:59","기본국가유공자, 보훈대상자, 장애인우대",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"343"
"394","㈜디아이","㈜디아이 기술/제조 신입 및 경력사원 모집","236","8,389","신입·경력","대졸(2,3년제) 이상 부문별 상이함(상세요강 참조)","무관","회사내규에 따름","정규직","면접후 결정",NA,"경기 화성시, 부산 강서구","2019.04.01 00:00","2019.04.14 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"128"
"395","웅진컴퍼스","웅진그룹 : 앱/웹 서비스 기획자","19","246","경력 2~5년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","서울 서초구지도","2019.03.29 13:00","2019.04.28 23:59","외국어 능력 영어가능자활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수","각종 경조사 지원, 문화생활비, 선택적복리후생","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 4대 보험","명절선물/귀향비, 생일선물/파티","우수사원시상식, 워크샵, 외국어 교육 지원, 구내식당(사원식당), 점심식사 제공, ...","회의실, 사무용품 지급",NA,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가","회식강요 안함, 야근강요 안함, 캐주얼데이",NA,NA,NA
"396","(주)더휴컴퍼니","회계·재무·세무·IR(재무, 세무 부문) 신입.경력사원 모집","147","1,703","신입·경력 5년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월","대리 / 팀원","주 5일(월~금) ","서울 강남구지도","2019.03.29 13:00","2019.04.28 23:59","전공경영학, 회계학, 상경계열활동/경험 해당직무 근무경험근무조건 인근거주자","건강검진, 각종 경조사 지원, 통신비 지원","퇴직연금, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","우수사원시상식, 워크샵, 플레이샵, 저녁식사 제공","휴게실, 회의실, 전용 사옥, 사내 정원",NA,"연차, 여름휴가, 경조휴가제","회식강요 안함, 자유복장",NA,NA,NA
