"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"151","에이치디엑스(주)","[HDX 계열사] 해동이앤씨 건설사업본부 경력사원 모집","7","604","경력 3년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"대구전체, 서울전체, 서울 종로구","2019.04.08 00:00","2019.04.29 23:59","자격증건축설비기사, 건축설비산업기사, 소방설비기사",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","(주)유라","경력 채용 (IT솔루션기술영업/MES프로그램)","9","406","무관","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"경기 성남시, 화성시","2019.04.08 00:00","2019.04.21 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA
"153","태림페이퍼(주)","태림페이퍼 의령공장 관리부문 신입/경력사원 채용","39","506","신입·경력 10년 이하","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","사원, 주임, 대리","주 5일(월~금) 오전 8시 ~ 오후 5시","경남 의령군지도","2019.04.08 17:00","2019.04.21 23:59","전공경영학, 상경계열활동/경험 해당직무 근무경험근무조건 인근거주자, 지방근무 가능자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 퇴직금, 성과급, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 신입사원교육(OJT), 직무능력향상교육, 구내식당(사원식당), 점심식사 제공,...","사무용품 지급",NA,NA,NA,NA,NA,NA
"154","팅크웨어㈜","팅크웨어(아이나비) 블랙박스 H/W개발 신입 모집","12","175","신입","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 9:30~18:30","경기 성남시 분당구지도","2019.04.08 17:00","2019.04.22 23:59","전공전기/전자공학, 기계/자동차/조선공학활동/경험 해당직무 근무경험","건강검진, 직원대출제도, 각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 장기근속수당, 4대 보험",NA,"워크샵, 신입사원교육(OJT), 리더쉽강화교육, 사내동호회 운영, 사우회(경조사회)","휴게실, 회의실, 카페테리아, 자회사 제품할인, 콘도/리조트 이용권",NA,"연차, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, ...","캐주얼데이",NA,NA,NA
"155","(주)에이텍","(주) 에이텍 구매팀 신입 채용","25","365","신입","대졸(2,3년제) 이상","무관","회사내규에 따름회사내규에 따름 - 면접 후 결정","정규직",NA,"주 5일(월~금) 전일제 09:00~18:00","경기 용인시 처인구지도","2019.04.08 17:00","2019.04.21 23:59",NA,"건강검진, 의료비지원(본인), 각종 경조사 지원, 의료비지원(가족)","퇴직금, 4대 보험",NA,"사내동호회 운영","유니폼지급",NA,"연차, 휴양시설 제공",NA,NA,NA,NA
"156","한국단자공업㈜","금형관리 경력직 모집","2","297","경력 5~10년","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 08:00 ~ 17:00","인천 남동구지도","2019.04.08 17:00","2019.04.17 23:59","전공기계/자동차/조선공학기본보훈대상자, 장애인우대","건강검진, 각종 경조사 지원","퇴직금, 4대 보험",NA,"점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회)","휴게실, 전용 사옥, 문턱 없음, 유니폼지급, 사무용품 지급","주차장제공","휴양시설 제공",NA,NA,NA,NA
"157","하이엠솔루텍주식회사","[LG하이엠솔루텍주식회사] 자재관리담당자 모집 (안양,군포)","18","349","무관(신입포함)","학력무관","무관","2,600~2,800만원","정규직 수습기간 3개월","주임","주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 군포시지도","2019.04.08 17:00","2019.04.14 23:59","전공전기/전자공학활동/경험 해당직무 근무경험근무조건 인근거주자, 운전가능자","건강검진, 의료비지원(본인), 각종 경조사 지원, 의료비지원(가족), 선택적복리후생...","퇴직연금, 인센티브제, 장기근속자 포상, 야근수당, 휴일(특근)수당, 직책수당, 4대 보험",NA,"신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 사내동호회 운영, 식비 지원","노트북, 사원증, 자회사 제품할인, 사무용품 지급",NA,"연차, 여름휴가, 경조휴가제, 창립일휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가",NA,"28",NA,"24"
"158","㈜인콘","리스크분석팀 및 전략제휴팀 신입사원 채용","21","912","무관(신입포함)","대졸(2,3년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","서울 구로구","2019.04.08 00:00","2019.04.30 23:59",NA,"건강검진, 의료비지원(본인), 각종 경조사 지원, 단체 상해보험, 의료비지원(가족), ...","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 직책수당, 장...","명절선물/귀향비","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","휴게실, 회의실, 카페테리아, 장애인 전용주차장, 유니폼지급, 노트북, 사원증, 콘...","야간교통비지급, 회사차량 있음","연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직","자유복장",NA,NA,NA
"159","유닉스전자㈜","콘텐츠 크리에이티브(영상디자인 부문) 팀원 모집","12","190","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","대리, 과장","주 5일(월~금) 08:30~18:30","서울 용산구지도","2019.04.08 17:00","2019.05.08 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자근무조건 인근거주자기타뷰티/이미용업계 경력자","각종 경조사 지원","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"저녁식사 제공",NA,"기숙사 운영",NA,NA,NA,NA,NA
"160","유닉스전자㈜","연구인력 기구팀 담당자 모집","6","169","경력 3년 이상","대졸(2,3년제) 이상","무관","면접후 결정","정규직","대리, 주임 / 팀원","주 5일(월~금) ","서울 용산구지도","2019.04.08 17:00","2019.05.08 23:59","기타Pro-E 설계 가능자, 기계설계(제품설계) 관련학과 , 전문대졸 이상","각종 경조사 지원","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"저녁식사 제공",NA,"기숙사 운영",NA,NA,NA,NA,NA
"161","(주)칸타코리아","[Kantar Korea] Dictionary 팀 경력직원 모집","4","163","경력 1년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직, 계약직정규직 수습기간 3개월계약직1년, 정규직 전환 가능",NA,"주 5일(월~금) 오전 9:30 ~ 오후 6:30","서울 영등포구지도","2019.04.08 17:00","2019.05.08 23:59",NA,"건강검진, 각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 연차수...","생일선물/파티","우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, ...","휴게실, 회의실, 카페테리아, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급","야간교통비지급","연차, 경조휴가제, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 보건휴가","자유복장, 캐주얼데이",NA,NA,"2"
"162","국제약품㈜","마케팅 PM /품질보증 신입·경력 모집","56","787","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"경기 성남시 분당구, 안산시지도","2019.04.09 00:00","2019.04.19 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","㈜다날","다날 전략지원 신입사원 모집","56","560","신입","고교졸업 이상","무관","면접후 결정","정규직 수습기간 3개월","사원","주 5일(월~금) 오전 9시~오후 6시","경기 성남시 분당구지도","2019.04.08 17:00","2019.04.19 23:59","기본보훈대상자활동/경험 해당직무 근무경험","건강검진, 직원대출제도, 각종 경조사 지원, 선택적복리후생","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","사내동호회 운영, 우리사주제도","휴게실, 카페테리아","주택자금 융자","산전 후 휴가, 육아휴직, 남성출산휴가","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"164","티오케이첨단재료","송도 일본계 반도체 실장(<U+5B9F><U+88C5>) 오퍼레이터 모집","27","664","신입·경력 3년 이하","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","인천 연수구지도","2019.04.08 17:00","2019.04.30 23:59",NA,"선택적복리후생","퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공, 사내동호회 운영","휴게실, 카페테리아","기숙사 운영, 차량유류비지급","연차",NA,NA,NA,NA
"165","(주)삼영기업","㈜삼영기업 신입 및 경력사원 채용 공고","212","6,406","신입·경력 1~3년","대졸(2,3년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직, 해외취업정규직 수습기간 3개월","사원, 대리","주 6일(월~토) 오전 8시 30분~오후 5시 30분","서울 강남구, 전국","2019.04.08 00:00","2019.04.17 23:59","전공전기/전자공학외국어 능력 영어가능자활동/경험 해당직무 근무경험자격/능력 문서작성 우수자근무조건 해외근무 가능자","건강검진, 직원대출제도, 각종 경조사 지원, 체력단련실운영, 자녀학자금","퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 아침식사 제공, 간식 제공, 음...","휴게실, 수면실, 회의실, 유니폼지급, 사무용품 지급","기숙사 운영, 차량유류비지급, 주차장제공, 회사차량 있음",NA,"회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"166","㈜이츠웰","[이츠웰] 운영관리 담당자 모집","6","186","경력 1~5년","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직","주임, 대리","주 5일(월~금) 오전 8시 30분~오후 5시 30분","인천 남동구지도","2019.04.08 17:00","2019.04.19 14:00","활동/경험 해당직무 근무경험근무조건 인근거주자","건강검진, 각종 경조사 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연...",NA,"워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 구내식당(사원식당...","휴게실, 회의실, 사원증, 사무용품 지급","주차장제공","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남...","노조/노사협의회, 회식강요 안함, 자유복장",NA,NA,NA
"167","계림요업(주)","계림요업(주) 생산관리직 사원 모집","33","526","신입","대졸(4년제) 이상","무관","3,200~3,400만원상여금 700%포함","정규직 수습기간 3개월","사원","주 5일(월~금) 오전 8시40분~ 오후 17시20분","경북 구미시지도","2019.04.08 17:00","2019.04.19 18:00",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 자녀학자금","상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차...","명절선물/귀향비, 창립일선물지급","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조...","휴게실, 사내 정원, 콘도/리조트 이용권, 사무용품 지급","기숙사 운영, 통근버스 운행, 주차장제공","연차, 경조휴가제, 휴가비지원, 산전 후 휴가, 육아휴직, 보건휴가","노조/노사협의회, 자유복장","31","전<U+00A0><U+00A0><U+00A0>공화학공학, 신소재/재료공학","17"
"168","무진전자","MES, WEB 프로그래머 및 장비 SW엔지니어 각 1명","7","203","신입·경력(년수무관)","대졸(4년제) 이상 컴퓨터 공학,","무관","회사내규에 따름","정규직 수습기간 3개월","연구원, 선임연구원, 책임연구원","주 5일(월~금) ","경기 용인시 기흥구지도","2019.04.08 17:00","2019.04.19 23:59","전공컴퓨터/시스템공학, 공학계열활동/경험 해당직무 근무경험, 우수사원 수상자, 석사학위 수여자자격/능력 통계분석능숙자근무조건 인근거주자, 운전가능자, 기숙사 생활가능자, 지방근무 가능자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 의료비지원(가족)","퇴직연금, 인센티브제, 장기근속자 포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차...","명절선물/귀향비","신입사원교육(OJT), 외국어 교육 지원, 사내동호회 운영","회의실, 전용 사옥, 건물 내 경사로, 유도점자블록, 장애인 화장실, 장애인 전용주...","기숙사 운영, 차량유류비지급, 주차장제공","연차, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 육아휴직","노조/노사협의회, 자유복장",NA,NA,"10"
"169","캐봇마이크로일렉트로닉스","Production(process) Engineer (과장~차장급)","6","164","경력 5년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","경기 평택시지도","2019.04.08 17:00","2019.04.15 23:59",NA,"건강검진, 자녀학자금","인센티브제, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 야근수당, 4대 보험",NA,"점심식사 제공, 음료제공(차, 커피), 우리사주제도","휴게실, 카페테리아, 노트북","차량유류비지급","산전 후 휴가, 남성출산휴가","자유복장","8",NA,NA
"170","㈜비상교육","2019년 4월 각 부문별 신입/경력 채용","99","1,616","무관(신입포함)","학력무관","무관","면접후 결정","정규직, 계약직",NA,"주 5일(월~금) ","서울 구로구지도","2019.04.08 17:00","2019.05.09 23:59",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 의료비지원(가족), ...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 휴일(특근...","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 결혼기념일선물","저녁식사 제공, 사내동호회 운영, 사우회(경조사회), 음료제공(차, 커피), 우리사주제도","수유실, 휴게실, 회의실, 카페테리아, 사내 정원, 문턱 없음, 사원증, 자회사 제품할...","주택자금 융자, 야간교통비지급, 회사차량 있음","산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가","수평적 조직문화, 자유복장","61",NA,NA
