"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"125","(주)넥시스","외주팀 경력사원을 모집합니다.","12","332","경력 2년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 강서구지도","2019.04.02 15:00","2019.05.02 23:59","자격/능력 컴퓨터활용능력 우수, 문서작성 우수자, 엑셀 고급능력자, CAD/CAM 능숙자","건강검진, 각종 경조사 지원, 단체 상해보험, 통신비 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 야근수당, 휴일(특근)수당, 연차수당, ...","명절선물/귀향비, 생일선물/파티","우수사원시상식, 워크샵, 교육비 지원, 자기계발비 지원, 구내식당(사원식당), 점심...","휴게실, 회의실, 유니폼지급, 사무용품 지급","기숙사 운영, 회사차량 있음","연차, 경조휴가제, 반차, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가, 육아휴직, ...",NA,NA,NA,NA
"126","(주)세스코","[수도권북부] 장비 설치 및 관리(Device Engineer)","3","218","신입","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","서울 도봉구지도","2019.04.02 15:00","2019.04.30 23:59","근무조건 인근거주자기타전기,기계 관련 경력",NA,NA,NA,NA,NA,NA,NA,NA,"28","자격증전기기능사",NA
"127","코스맥스바이오(주)","[코스맥스바이오] 제약품질관리팀 신입 및 경력사원 모집","289","2,069","신입·경력(년수무관)","대졸(2,3년제) 이상 대학교졸업(4년)이상","무관","회사내규에 따름","정규직","사원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","충북 제천시지도","2019.04.02 08:00","2019.04.14 23:59","활동/경험 해당직무 근무경험근무조건 인근거주자, 지방근무 가능자, 야간근무 가능자",NA,"인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 연차수당,...","생일선물/파티","구내식당(사원식당), 점심식사 제공",NA,"통근버스 운행","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, ...",NA,NA,NA,NA
"128","대림산업㈜","[대림산업 건설사업부] 투자사업관리팀 글래드호텔앤리조트 AM 경력사원 채용","29","1,512","경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"서울 종로구","2019.04.03 10:00","2019.04.16 22:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA
"129","한국공예디자인문화진흥원","직원(정규직,기간제 계약직) 채용 공고","275","1,861","신입·경력","학력무관","무관","회사내규에 따름","정규직, 계약직",NA,NA,"서울전체지도","2019.04.02 13:00","2019.04.16 16:00","기본국가유공자, 장애인우대",NA,NA,NA,NA,NA,NA,NA,NA,"711",NA,NA
"130","㈜니프코 코리아","㈜니프코 코리아 영업개발부문 경력사원 채용","32","705","경력(년수무관)","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","사원, 대리, 과장","주 5일(월~금) 오전 8시 30분~오후 5시 30분","충남 아산시지도","2019.04.02 00:00","2019.04.14 23:59",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 의...","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 해외주재원 제도","휴게실, 회의실, 전용 사옥, 건물 내 경사로, 장애인 전용주차장, 유니폼지급, 사원...","기숙사 운영, 통근버스 운행, 사택제공, 주택자금 융자, 주차장제공, 회사차량 있음","산전 후 휴가, 육아휴직, 휴양시설 제공","노조/노사협의회",NA,NA,"57"
"131","전방텍스타일㈜","2019 상반기 일반영업 신입사원 채용","8","177","신입","학력무관","무관","2,600~2,800만원","정규직 수습기간 3개월","사원 / 팀원","주 5일(월~금) 오전 9시~오후 6시","서울 강서구지도","2019.04.02 16:00","2019.04.21 23:59","자격/능력 컴퓨터활용능력 우수, 문서작성 우수자, 엑셀 고급능력자근무조건 인근거주자, 운전가능자, 차량소지자, 야간근무 가능자","건강검진, 직원대출제도, 각종 경조사 지원, 자녀학자금","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 직책수당, ...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","구내식당(사원식당), 식비 지원","회의실, 전용 사옥, 사원증, 자회사 제품할인","기숙사 운영, 차량유류비지급, 통근버스 운행, 주차장제공, 회사차량 있음","산전 후 휴가, 육아휴직","노조/노사협의회, 회식강요 안함, 야근강요 안함",NA,NA,NA
"132","올리콘발저스코팅코리아(유)","Junior Accountant 경력자 모집","4","208","경력 5년 이상","대졸(4년제) 이상","25~34세/여자","면접후 결정","정규직 수습기간 3개월","대리","주 5일(월~금) 오전 9시~오후 6시","경기 평택시지도","2019.04.02 16:00","2019.05.02 23:59","전공회계학외국어 능력 영어가능자활동/경험 해당직무 근무경험자격/능력 더존/회계 능숙자근무조건 인근거주자, 운전가능자기타SAP 사용 가능자","건강검진, 각종 경조사 지원, 단체 상해보험","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, ...","창립일선물지급, 생일선물/파티","우수사원시상식, 워크샵, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 음료...","휴게실, 회의실, 사무용품 지급","기숙사 운영, 차량유류비지급, 주차장제공, 회사차량 있음","산전 후 휴가, 남성출산휴가, 보건휴가","자유복장",NA,NA,NA
"133","에이치디엑스(주)","HDX 2019년 소프트웨어분야 신입/경력 공개채용","23","712","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 금천구","2019.04.02 00:00","2019.04.30 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","카페24㈜","카페24 CTO업무지원 담당자 모집","48","867","무관(신입포함)","학력무관","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 동작구지도","2019.04.02 16:00","2019.05.02 23:59","기본국가유공자, 보훈대상자, 장애인우대외국어 능력 영어가능자","건강검진, 각종 경조사 지원, 선택적복리후생","퇴직연금, 퇴직금, 4대 보험",NA,"신입사원교육(OJT), 도서구입비지원, 식비 지원","수유실, 회의실, 사무용품 지급",NA,"연차, 경조휴가제, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴...","수평적 조직문화, 자유복장",NA,NA,NA
"135","메가스터디교육㈜","[러셀 평촌학원] 교무/입학관리 팀원 채용","18","289","신입·경력(년수무관)","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","경기 안양시 동안구지도","2019.04.02 16:00","2019.04.30 23:59",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 의료비지원(가족), ...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 휴일(특근...","명절선물/귀향비, 생일선물/파티","우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽...","휴게실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 유도점자블록, 장애인 화장실...","야간교통비지급, 주차장제공, 주차비지원","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가, ...","노조/노사협의회, 회식강요 안함, 자유복장",NA,NA,NA
"136","하이에어코리아㈜","영업부문 해양영업팀(기술영업) 직원 채용","34","724","무관(신입포함)","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 08:00~18:00","경남 김해시지도","2019.04.02 16:00","2019.04.21 23:59","전공기계/자동차/조선공학외국어TOEIC 700급(점) 이상활동/경험 해당직무 근무경험","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 자녀학자금","인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 휴일(특근)...","명절선물/귀향비, 창립일선물지급","신입사원교육(OJT), 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회...","휴게실, 회의실, 전용 사옥, 장애인 화장실, 장애인 전용주차장, 유니폼지급, 사무용품 지급","기숙사 운영, 차량유류비지급, 통근버스 운행","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 육...","자유복장",NA,NA,NA
"137","㈜KT&G","전문 경력직 사원 채용공고문","650","39,546","경력","대졸(2,3년제) 이상 부문별 학력 조건 다름","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울전체, 광주전체, 대전전체","2019.04.02 00:00","2019.04.14 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"893",NA,NA
"138","(주)바이오리더스","(주)바이오리더스 기술연구소 경력직 채용","36","503","신입·경력 3년 이상","석사졸업 이상","무관","회사내규에 따름","정규직","과장, 대리, 사원","주 5일(월~금) 오전 9시~오후 6시","경기 용인시 수지구지도","2019.04.02 16:00","2019.04.30 23:59","전공생명과학, 생명/환경공학, 식품/유전/바이오","건강검진, 선택적복리후생","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 휴일(특근)수당, 4대 보험","생일선물/파티","우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽...","휴게실, 회의실, 카페테리아, 사원증, 사무용품 지급",NA,"연차, 경조휴가제, 반차, 육아휴직, 남성출산휴가, 보건휴가","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"139","메가존㈜","국문 기획 PL, 안드로이드 태블릿앱 개발 및 운영 채용","3","255","경력 6년 이상","학력무관","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울전체, 서울 송파구, 경기전체, 경기 김포시","2019.04.02 00:00","2019.04.30 23:59","활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","메가존㈜","웹기획 팀장 및 팀원 채용","71","1,438","신입·경력 6년 이상","학력무관","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 강남구, 서울전체","2019.04.02 00:00","2019.04.30 23:59","활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","메가스터디교육㈜","[경영지원본부] 회계담당 채용","238","1,476","신입·경력(년수무관)","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","팀원","주 5일(월~금) 오전 9시~오후 6시","서울 서초구지도","2019.04.02 17:00","2019.04.30 23:59","전공경영학, 경제학, 회계학기본국가유공자, 보훈대상자, 장애인우대","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 의료비지원(가족), ...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, ...","명절선물/귀향비, 생일선물/파티","우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, ...","휴게실, 회의실, 카페테리아, 전용 사옥, 유도점자블록, 장애인 화장실, 사원증, 사...","야간교통비지급, 주차장제공","연차, 경조휴가제, Refresh휴가, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가, 육아휴...","자유복장",NA,NA,NA
"142","에스케이인포섹(주)","SK인포섹(주) End-Point 서비스센터 운영 경력직 채용","9","379","경력 1년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","경기 이천시지도","2019.04.02 17:00","2019.04.15 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 본인학자금, 통신비 지...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 연차수...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","우수사원시상식, 워크샵, 자격증취득지원, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회)","회의실, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급","야간교통비지급, 주차비지원","연차, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","회식강요 안함, 야근강요 안함","24",NA,NA
"143","엠즈베버리지(주)","엠즈베버리지㈜ 부산지점 영업담당자 채용","12","352","경력 1~5년","학력무관(예정자 가능)","무관","3,000~3,200만원식대/휴가비 포함","정규직","사원 / 팀원","주 5일(월~금) 13시~22시","부산 동구지도","2019.04.02 17:00","2019.04.14 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자근무조건 인근거주자, 운전가능자","각종 경조사 지원, 단체 상해보험, 업무활동비 지급, 통신비 지원, 자녀학자금","장기근속자 포상, 우수사원포상, 휴일(특근)수당, 직책수당","명절선물/귀향비, 창립일선물지급","신입사원교육(OJT), 사내동호회 운영, 식비 지원","휴게실, 회의실, 유니폼지급","주차비지원, 회사차량 있음","경조휴가제, Refresh휴가, 창립일휴무, 휴가비지원, 남성출산휴가",NA,NA,NA,NA
"144","㈜메이트플러스","㈜메이트플러스 경력직 채용(물류부동산 자산관리)","15","465","경력","대졸(2,3년제) 이상","무관","회사내규에 따름면접후 협의","계약직 정규직 전환 가능",NA,"주 5일(월~금) 08:30~18:00, 점심시간 1시간30분","서울 중구지도","2019.04.02 00:00","2019.04.17 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","(주)후후앤컴퍼니","주식회사 후후앤컴퍼니 CS 운영 신입&경력 채용 공고","11","250","신입·경력(년수무관)","대졸(2,3년제) 이상","무관","면접후 결정","정규직, 계약직정규직 수습기간 6개월계약직6개월, 정규직 전환 가능","사원 / 팀원","주 5일(월~금) ","서울 강서구지도","2019.04.02 16:00","2019.05.02 23:59","근무조건 인근거주자기타유선 고객응대 업무 경험자스마트폰 앱 QA 업무 경험자","건강검진, 의료비지원(본인), 각종 경조사 지원, 의료비지원(가족), 통신비 지원, 선...","퇴직연금, 우수사원포상, 성과급, 직책수당, 가족수당, 4대 보험",NA,"우수사원시상식, 워크샵","휴게실, 회의실, 전용 사옥, 노트북, 사원증, 자회사 제품할인, 콘도/리조트 이용권,...","주차장제공","연차, 반차, Refresh휴가, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성...","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"146","엘베스트지에이티(주)","(신입/경력) 해외영업 정규직 채용","44","506","신입·경력 3년 이상","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 3개월","사원, 대리, 과장","주 5일(월~금) 08:00~17:30(점심시간11:40~12:40)","서울 강남구지도","2019.04.02 17:00","2019.04.21 23:59","전공화학, 화학공학외국어 능력 영어능통자활동/경험 해당직무 인턴경력, 해당직무 근무경험기타제2외국어 가능자","건강검진, 각종 경조사 지원, 선택적복리후생, 복지카드/포인트","퇴직연금, 장기근속자 포상, 4대 보험","생일선물/파티","창립일행사, 신입사원교육(OJT), 사내동호회 운영, 식비 지원, 음료제공(차, 커피)","휴게실, 회의실, 카페테리아, 콘도/리조트 이용권, 사무용품 지급",NA,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 남성출산휴가","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,"49"
"147","㈜니프코 코리아","㈜니프코코리아 재무팀 경력사원 채용","78","781","경력 1년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","사원, 대리 / 팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 강남구지도","2019.04.02 00:00","2019.04.14 23:59","자격증공인회계사외국어 능력 영어가능자기타회계관련 자격증 소지자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 의...","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 해외주재원 제도","휴게실, 회의실, 전용 사옥, 건물 내 경사로, 장애인 전용주차장, 유니폼지급, 사원...","기숙사 운영, 통근버스 운행, 사택제공, 주택자금 융자, 주차장제공, 회사차량 있음","산전 후 휴가, 육아휴직, 휴양시설 제공","노조/노사협의회",NA,"전<U+00A0><U+00A0><U+00A0>공경영학, 회계학, 상경계열","60"
"148","(주)엑세스서울","Embedded/Linux/C·C++  채용","2","145","경력 3~7년","학력무관","무관","회사내규에 따름","정규직 수습기간 6개월",NA,"주 5일(월~금) ","서울 마포구지도","2019.04.02 17:00","2019.04.15 23:59",NA,"건강검진, 각종 경조사 지원","퇴직연금, 인센티브제, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 플레이샵, 직무능력향상교육, 교육비 지원, 구내식당(사원식당), 저녁식사 ...","휴게실, 회의실, 공기청정기, 건물 내 경사로, 노트북, 사원증, 사무용품 지급","야간교통비지급, 회사차량 있음, 탄력근무제","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가","수평적 조직문화, 회식강요 안함, 자유복장",NA,NA,NA
"149","㈜우림에프엠지","[우림FMG] 쇼파드 영업관리 경력 채용","8","187","경력 5년 이상","학력무관","무관","회사내규에 따름","정규직","대리, 과장","주 5일(월~금) ","서울 동작구지도","2019.04.02 17:00","2019.05.02 23:59","기본국가유공자, 보훈대상자, 장애인우대외국어 능력 영어능통자활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자근무조건 운전가능자","각종 경조사 지원","장기근속자 포상, 퇴직금, 4대 보험","명절선물/귀향비","신입사원교육(OJT), 직무능력향상교육, 저녁식사 제공, 음료제공(차, 커피)","회의실, 공기청정기, 자회사 제품할인, 사무용품 지급",NA,"연차, 산전 후 휴가, 육아휴직","자유복장",NA,NA,NA
"150","예스이십사㈜","[YES24] ENT개발팀 영화시스템관리 분야 채용(정규직/경력)","1","290","경력 5년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 영등포구지도","2019.04.02 18:00","2019.04.21 23:59","기본국가유공자, 보훈대상자, 장애인우대활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원","인센티브제, 퇴직금, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","사내동호회 운영, 식비 지원","수유실",NA,NA,"자유복장",NA,NA,NA
"151","코리아오토글라스㈜","코리아오토글라스㈜ 대졸 신입/경력사원 채용","111","6,098","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"세종특별자치시, 대전전체, 충남 천안시, 충북 청주시","2019.04.03 00:00","2019.04.14 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56"
"152","㈜다날","다날 자회사 페이코인 법무/인사담당 경력사원 모집","18","656","경력 5~10년","대졸(4년제) 이상","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) ","경기 성남시 분당구지도","2019.04.02 18:00","2019.04.15 23:59","기본보훈대상자활동/경험 해당직무 근무경험","건강검진, 직원대출제도, 각종 경조사 지원, 선택적복리후생","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","사내동호회 운영, 우리사주제도","휴게실, 카페테리아","주택자금 융자","산전 후 휴가, 육아휴직, 남성출산휴가","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"153","에프알엘코리아(주)","[GU] IMD팀 국내 VMD 담당자 채용 / 경력 5년 이상","25","497","경력 5~7년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","사원 / 팀원","주 5일(월~금) 08:00 ~17:00 (60분 휴게)","서울 중구, 송파구지도","2019.04.02 18:00","2019.04.14 23:59","외국어 능력 영어능통자, 일본어 가능자활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원, 자녀학자금","우수사원포상, 퇴직금, 4대 보험",NA,"신입사원교육(OJT)",NA,NA,"연차, 여름휴가, 경조휴가제","수평적 조직문화, 회식강요 안함, 야근강요 안함","24",NA,NA
"154","에프알엘코리아(주)","[ UNIQLO ] IT부 네트워크 경력자 채용 / 경력 5년 이상","11","286","경력 5~7년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","팀원","주 5일(월~금) 08:00~17:00","서울 중구, 송파구지도","2019.04.02 18:00","2019.05.02 23:59","외국어 능력 영어가능자","건강검진, 각종 경조사 지원, 자녀학자금","우수사원포상, 퇴직금, 4대 보험",NA,"신입사원교육(OJT)",NA,NA,"연차, 여름휴가, 경조휴가제","수평적 조직문화, 회식강요 안함, 야근강요 안함","43","전<U+00A0><U+00A0><U+00A0>공컴퓨터/시스템공학",NA
"155","케이티네트워크","KETN 생산관리 모집공고(사무직)","21","534","무관(신입포함)","학력무관","무관","회사내규에 따름","정규직","팀원","주 5일(월~금) 08시부터 17시까지","광주 광산구지도","2019.04.02 19:00","2019.05.02 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자","건강검진, 각종 경조사 지원, 체력단련실운영","장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비","워크샵, 구내식당(사원식당), 점심식사 제공","휴게실, 전용 사옥, 유니폼지급, 노트북, 사무용품 지급","통근버스 운행, 야간교통비지급, 주차장제공","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","노조/노사협의회, 자유복장",NA,NA,NA
"156","(주)삼천리모터스","BMW공식딜러 (주)삼천리모터스 본사 기획팀 직원모집","56","904","신입·경력 2~7년","대졸(4년제) 이상(예정자 가능)","무관","면접후 결정","정규직","사원, 주임","탄력적근무제 ","충북 청주시 흥덕구지도","2019.04.02 19:00","2019.05.02 23:59","활동/경험 해당직무 근무경험자격/능력 통계분석능숙자, 컴퓨터활용능력 우수, 문서작성 우수자, 엑셀 고급능력자, PPT능력 우수자근무조건 운전가능자","건강검진, 단체 상해보험","퇴직연금, 장기근속자 포상, 우수사원포상, 연차수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 생일자 조기퇴근, 장기근속 선물","창립일행사, 우수사원시상식, 직무능력향상교육, 식비 지원",NA,NA,"연차",NA,NA,NA,"37"
"157","KG케미칼(주)","신입 - 재무회계/세무회계(1명), 경력-재무기획관리(1명) 모집","198","1,824","경력 1~4년","학력무관","무관","면접후 결정","정규직 수습기간 4개월","사원, 대리, 과장","주 5일(월~금) 오전 9시~오후 6시","서울 중구지도","2019.04.02 21:00","2019.05.02 23:59","전공상경계열기본보훈대상자","건강검진, 각종 경조사 지원, 통신비 지원, 자녀학자금","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","창립일선물지급","창립일행사, 워크샵, 자기계발비 지원, 점심식사 제공, 저녁식사 제공, 사내동호회 ...","회의실, 사무용품 지급","차량유류비지급, 회사차량 있음","연차, 경조휴가제, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가, 육아휴직","노조/노사협의회",NA,NA,NA
"158","(주)동일기술공사","PQ팀 경력사원 추가모집","3","133","경력 4~6년","학력무관","무관","회사내규에 따름","정규직",NA,NA,"서울 송파구지도","2019.04.02 22:00","2019.05.02 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원, 자녀학자금","인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 직책수당, 자격증수...","생일선물/파티","창립일행사, 사내동호회 운영, 음료제공(차, 커피)","휴게실, 사원증, 사무용품 지급",NA,"연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, ...","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"159","(주)위지트","품질보증팀 정직원 채용","19","594","무관(신입포함)","대졸(2,3년제) 이상(예정자 가능)","무관","면접후 결정","정규직","사원 / 팀원","주 5일(월~금) 1주일씩 주.야 순환 근무(2조 2교대)","인천 남동구지도","2019.04.03 08:00","2019.05.03 23:59","전공반도체공학, 기계/자동차/조선공학, 신소재/재료공학자격증정밀측정기능사자격/능력 CAD/CAM 능숙자","건강검진, 의료비지원(본인), 각종 경조사 지원, 단체 상해보험, 무료진료지정병원,...","퇴직연금, 퇴직금, 성과급, 야근수당, 휴일(특근)수당, 연차수당, 직책수당, 가족수...","명절선물/귀향비","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","회의실, 사원증, 사무용품 지급",NA,"연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","회식강요 안함, 야근강요 안함",NA,NA,NA
"160","(주)시티건설","(주)시티건설 개발사업부 경력 채용","18","420","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름초봉 3500만원부터 시작","정규직 수습기간 3개월","대리, 과장, 차장","주 5일(월~금) ","서울 강남구, 전국지도","2019.04.03 08:00","2019.04.14 23:59","기본국가유공자, 보훈대상자, 장애인우대자격/능력 엑셀 고급능력자, 더존/회계 능숙자","건강검진, 각종 경조사 지원","우수사원포상, 퇴직금, 연차수당, 자격증수당, 4대 보험",NA,"사우회(경조사회)","회의실, 유니폼지급, 사무용품 지급","차량유류비지급","연차",NA,"21",NA,"15"
"161","(주)엔바이콘","[(주)엔바이콘] 하림 자회사 자산관리(대리급 이상)","7","207","경력(년수무관)","학력무관","무관","면접후 결정","정규직, 계약직계약직1년, 정규직 전환 가능","과장, 대리","주 5일(월~금) 오전 9시~오후 6시","경기 성남시 분당구지도","2019.04.03 08:00","2019.04.19 17:00","활동/경험 해당직무 근무경험근무조건 인근거주자",NA,NA,NA,"구내식당(사원식당), 점심식사 제공",NA,"통근버스 운행",NA,NA,NA,NA,NA
"162","세원셀론텍㈜","화공기기 설계 경력사원 채용","7","266","경력 5~10년","대졸(4년제) 이상","무관","회사내규에 따름하계휴가비, 명절귀향비 포함","정규직","대리, 과장 / 팀원","주 5일(월~금) [근무시간] 08:00 ~ 17:00","경남 창원시지도","2019.04.03 08:00","2019.04.14 23:59","전공화학공학, 기계/자동차/조선공학외국어TOEIC 650급(점) 이상기본국가유공자, 보훈대상자외국어 능력 영어가능자자격/능력 컴퓨터활용능력 우수, 문서작성 우수자, CAD/CAM 능숙자근무조건 인근거주자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 의료비지원(가족), ...","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, ...","명절선물/귀향비, 창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","휴게실, 회의실, 공기청정기, 유니폼지급, 콘도/리조트 이용권, 사무용품 지급","주택자금 융자","연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 포상휴가...","노조/노사협의회",NA,NA,"17"
