"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"388","㈜다우기술","다우기술 금융IT 경력사원 채용","150","4,546","경력 3년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 마포구지도","2019.04.04 00:00","2019.04.15 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"200",NA,NA
"389","헬스밸런스(주)","[마케팅팀] 마케팅 채용(경력사원)","4","162","경력 5~8년","학력무관","무관","회사내규에 따름","정규직","대리, 과장 / 팀원","주 5일(월~금) ","서울 강남구지도","2019.04.04 18:00","2019.04.19 23:59",NA,"건강검진, 문화생활비, 통신비 지원","퇴직연금, 우수사원포상, 퇴직금, 연차수당, 4대 보험",NA,"워크샵, 도서구입비지원, 교육비 지원, 자기계발비 지원","회의실, 공기청정기, 노트북, 사원증, 자회사 제품할인, 사무용품 지급","야간교통비지급","연차, 여름휴가, 경조휴가제, 반차",NA,NA,NA,NA
"390","삼광글라스㈜","삼광글라스(주) 논산공장 품질관리팀 사무직 사무원 채용(신입)","8","479","무관(신입포함)","고교졸업 이상","무관","2,200~2,400만원","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","충남 논산시지도","2019.04.04 18:00","2019.04.19 23:59",NA,"건강검진, 각종 경조사 지원, 단체 상해보험, 자녀학자금","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 4대 보험","명절선물/귀향비, 창립일선물지급","신입사원교육(OJT), 사내동호회 운영","회의실, 사원증, 자회사 제품할인, 사무용품 지급",NA,"연차, 창립일휴무, 산전 후 휴가, 육아휴직, 남성출산휴가","노조/노사협의회, 회식강요 안함",NA,NA,NA
"391","(주)경동나비엔","[경동나비엔]2019년 마케팅·홍보·상품기획 수시채용(기간연장)","76","613","경력 2년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 영등포구지도","2019.04.04 18:00","2019.04.21 23:59",NA,"직원대출제도, 각종 경조사 지원, 자녀학자금","상여금, 장기근속자 포상, 퇴직금, 4대 보험",NA,"구내식당(사원식당), 사내동호회 운영",NA,"기숙사 운영, 차량유류비지급, 통근버스 운행",NA,NA,"121",NA,NA
"392","(주)경동나비엔","[경동]2019년 R&D(서버, 앱, 펌웨어 개발) 수시채용(기간연장)","20","434","경력 2년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 금천구지도","2019.04.04 18:00","2019.04.21 23:59",NA,"직원대출제도, 각종 경조사 지원, 자녀학자금","상여금, 장기근속자 포상, 퇴직금, 4대 보험",NA,"구내식당(사원식당), 사내동호회 운영",NA,"기숙사 운영, 차량유류비지급, 통근버스 운행",NA,NA,"79",NA,NA
"393","(주) 레몬","구미본사 품질관리 인원모집","21","1,127","신입·경력 1~8년","학력무관","무관","회사내규에 따름연봉제","정규직 수습기간 3개월",NA,"3교대 08:30~20:30, 20:30~08:30,3조2교대","경북 구미시지도","2019.04.04 19:00","2019.05.04 23:59","자격/능력 문서작성 우수자근무조건 운전가능자","건강검진, 의료비지원(본인), 각종 경조사 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 장...","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","워크샵, 신입사원교육(OJT), 직무능력향상교육, 구내식당(사원식당), 점심식사 제공,...","회의실, 유니폼지급, 사원증","기숙사 운영, 주차장제공","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무","자유복장",NA,NA,NA
"394","(주)이월드","이랜드그룹 테마파크 이월드 디자인팀(VMD) 채용(경력우대)","93","1,196","경력 2년 이상","대졸(2,3년제) 이상","무관","면접후 결정","정규직",NA,"주 5일 근무 오전 9시~오후 6시","대구 달서구지도","2019.04.04 20:00","2019.05.04 23:59","전공예/체능계열활동/경험 공모전 입상자, 해당직무 인턴경력, 해당직무 알바경험, 해당직무 근무경험자격/능력 포토샵 능숙자","건강검진, 각종 경조사 지원, 자녀학자금","우수사원포상, 퇴직금, 야근수당, 연차수당, 직책수당, 가족수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","구내식당(사원식당), 점심식사 제공, 저녁식사 제공","수유실, 유니폼지급, 노트북, 사원증, 자회사 제품할인","차량유류비지급, 야간교통비지급, 주차장제공","휴가비지원, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가",NA,NA,NA,"51"
"395","(주)티아이오토모티브","품질팀 품질관리 경력사원 채용","22","610","경력 1~15년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","사원, 대리 / 팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","충남 천안시 서북구지도","2019.04.04 21:00","2019.05.04 23:59","전공산업공학, 기계/자동차/조선공학, 공학계열외국어TOEIC 700급(점) 이상자격증품질경영기사활동/경험 해당직무 근무경험근무조건 인근거주자","건강검진, 의료비지원(본인), 의료비지원(가족)","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차수당, ...","명절선물/귀향비, 생일선물/파티","신입사원교육(OJT), 직무능력향상교육, 외국어 교육 지원, 점심식사 제공, 저녁식사 ...",NA,"기숙사 운영, 통근버스 운행, 주차장제공, 회사차량 있음, 탄력근무제","연차, 여름휴가, 산전 후 휴가, 육아휴직",NA,NA,NA,NA
"396","케이유엠","[경력사원] HR 담당자(인사기획 및 급여,복리후생)","14","513","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","대리, 과장","주 5일(월~금) 오전8시~오후5시","울산 울주군지도","2019.04.05 08:00","2019.04.19 23:59","기본보훈대상자외국어 능력 영어능통자","각종 경조사 지원, 자녀학자금","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"우수사원시상식, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공",NA,"기숙사 운영, 통근버스 운행","연차, 여름휴가, 경조휴가제, 반차",NA,NA,NA,NA
"397","우리산업(주)","우리산업(주) 신개발품 연구·시험 고졸사원 채용","33","629","신입","고교졸업 이상(예정자 가능)","무관","회사내규에 따름","정규직","사원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 평택시지도","2019.04.05 08:00","2019.05.05 23:59","전공전기/전자공학, 산업공학, 기계/자동차/조선공학활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","신성통상㈜","경력직 수시채용 (시설관리)","17","730","경력 4년 이상","학력무관","무관","회사내규에 따름","정규직",NA,NA,"서울 강동구, 서울전체","2019.04.05 00:00","2019.04.14 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27",NA,NA
"399","(주)한화건설","개발사업 경력직원 채용","24","642","경력 5~10년","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 영등포구지도","2019.04.05 08:00","2019.04.21 23:59",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 자녀학자금","퇴직연금, 퇴직금, 휴일(특근)수당, 연차수당, 자격증수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 결혼기념일선물","창립일행사, 플레이샵, 외국어 교육 지원, 자격증취득지원, 자기계발비 지원, 점심...","휴게실, 수면실, 회의실, 전용 사옥, 유니폼지급, 콘도/리조트 이용권, 사무용품 지급","기숙사 운영, 차량유류비지급, 주차장제공, 주차비지원, 회사차량 있음","연차, 여름휴가, 경조휴가제, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 휴가비지원","자유복장","53",NA,"32"
"400","한국화학융합시험연구원","KTR 정규직원(경력, 신입, 계약) 채용 공고","1,091","24,382","신입·경력","대졸(2,3년제) 이상 모집부문별 상이","무관","회사내규에 따름","정규직, 계약직",NA,NA,"경기 과천시, 인천전체, 대구전체, 울산전체, 전남 광양시, 순천시, 화순군, 충남 홍성군","2019.04.05 00:00","2019.04.15 23:59","기본보훈대상자외국어 능력 영어능통자",NA,NA,NA,NA,NA,NA,NA,NA,"1,090",NA,NA
"401","재원산업(주)","품질보증/관리 경력사원 추가채용","10","245","신입·경력(년수무관)","대졸(4년제) 이상","무관","회사내규에 따름","정규직, 계약직계약직 정규직 전환 가능",NA,"주 5일(월~금) 오전 8시 ~ 오후 5시","전남 여수시지도","2019.04.05 09:00","2019.04.21 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 업무활동비 지급, 자녀학자금","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당,...","명절선물/귀향비, 창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","휴게실, 회의실, 전용 사옥, 장애인 화장실, 장애인 전용주차장, 장애인 엘리베이터...","기숙사 운영, 차량유류비지급, 통근버스 운행, 사택제공, 주택자금 융자, 야간교통...","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 포...","노조/노사협의회, 회식강요 안함, 야근강요 안함",NA,NA,NA
"402","(주)서영엔지니어링","지반 설계 5~12년 경력자 모집","3","180","경력 5~12년","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 성남시 분당구지도","2019.04.05 09:00","2019.04.14 23:59","활동/경험 해당직무 근무경험","건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 자녀학자금","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 직책수당,...","생일선물/파티","우수사원시상식, 사내동호회 운영, 사우회(경조사회), 해외주재원 제도","휴게실, 회의실, 사원증, 콘도/리조트 이용권, 사무용품 지급","야간교통비지급, 주차비지원","근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가, 휴양시설 제공","야근강요 안함, 자유복장",NA,"전<U+00A0><U+00A0><U+00A0>공건축/토목/조경/도시공학","7"
"403","㈜에스디생명공학","[SNP화장품] 2019년 각 부문 신입/경력 채용","620","11,435","신입·경력","대졸(2,3년제) 이상 [각 부문별 상이]","무관","회사내규에 따름면접 후 결정","정규직","면접후 결정"," 오전 9시 ~ 오후 6시","서울 강남구, 서울전체, 강서구","2019.04.05 00:00","2019.05.05 23:59","활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","(주)매일경제티브이","2019 매일경제TV 경력 · 신입 사원모집","78","1,209","신입·경력 2~10년","대졸(4년제) 이상","무관","회사내규에 따름","정규직, 계약직계약직 정규직 전환 가능",NA,"주 5일(월~금) ","서울 중구지도","2019.04.05 09:00","2019.04.16 18:00",NA,NA,"4대 보험",NA,NA,NA,NA,NA,NA,"132",NA,"67"
"405","㈜아발론교육","[본사직영] 동탄캠퍼스 운영팀 채용","8","234","신입·경력(년수무관)","학력무관","무관","2,400~2,600만원경력별 면접후 결정","정규직","사원 / 팀원","주 5일(월~금) 14:00-22:00","경기 화성시지도","2019.04.05 09:00","2019.04.15 23:59","기본국가유공자, 보훈대상자활동/경험 해당직무 근무경험기타컴퓨터활용 가능자","건강검진, 각종 경조사 지원","퇴직연금, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","우수사원시상식",NA,NA,"연차, 경조휴가제, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 휴양시설 제공",NA,NA,NA,NA
"406","(주)풀무원","풀무원 신입/경력사원 모집","1,104","24,628","신입·경력","고교졸업 이상 부문별 상이(상세요강 확인 요망)","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 강남구, 서대문구, 경기전체, 경기 용인시 처인구, 충북 음성군, 증평군","2019.04.05 00:00","2019.04.24 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"692",NA,NA
"407","(주)평화엔지니어링","평화엔지니어링 연구원 채용공고","6","387","경력 3~12년","대졸(4년제) 이상","무관","면접후 결정","정규직","대리, 과장, 차장","주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 안양시 동안구지도","2019.04.05 09:00","2019.04.21 23:59","전공건축/토목/조경/도시공학기본국가유공자, 보훈대상자, 장애인우대활동/경험 석사학위 수여자, 박사학위 수여자자격/능력 컴퓨터활용능력 우수, 문서작성 우수자","각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 자격증...","명절선물/귀향비","창립일행사, 우수사원시상식, 외국어 교육 지원, 저녁식사 제공, 사우회(경조사회),...","회의실, 전용 사옥, 콘도/리조트 이용권, 사무용품 지급","야간교통비지급, 회사차량 있음","연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴...",NA,"12",NA,"7"
"408","현대비앤지스틸㈜","현대비앤지스틸㈜ 2019년 기능직(경력) 및 계약직 근로자 채용","184","11,275","신입·경력","고교졸업 이상 분야별 상이함","무관","회사내규에 따름","정규직, 계약직","면접후 결정",NA,"경남 창원시, 서울 강남구","2019.04.05 12:00","2019.04.14 23:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"244",NA,NA
"409","엔에이치엔위투(주)","PHP 개발자 경력직 채용","5","105","경력 1~3년","학력무관","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전 9시 ~ 오후 6시","서울 구로구지도","2019.04.05 00:00","2019.04.15 23:59","전공컴퓨터/시스템공학활동/경험 해당직무 인턴경력, 해당직무 알바경험, 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","초록우산 어린이재단","초록우산 어린이재단 2019년 상반기 일반직 신입직원 정기채용","253","4,292","신입","학력무관(예정자 가능)","무관","회사내규에 따름","정규직","팀원","주 5일(월~금) 오전 9시~오후 6시","서울 중구지도","2019.04.08 09:00","2019.04.23 18:00","기본보훈대상자, 장애인우대, 취업보호대상자활동/경험 해당직무 근무경험기타모금분야의 경우 사회복지사1급 자격 소지자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 야근수당, 휴일(특근)수당, 직책수당, ...",NA,"우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, ...","사원증, 사무용품 지급","탄력근무제","연차, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, ...","노조/노사협의회","51","자격증사회복지사1급","68"
"411","DB금융투자","[DB금융투자] 지점 업무직 신입 / 본사 업무직 경력사원 채용","72","564","신입·경력 1년 이상","학력무관(예정자 가능)","무관","회사내규에 따름","계약직 1년, 정규직 전환 가능","사원","주 5일(월~금) 08:00 ~ 18:00","서울 영등포구지도","2019.04.05 10:00","2019.04.14 23:59","자격증증권투자상담사, 파생상품투자상담사, 펀드투자상담사기본국가유공자, 보훈대상자, 취업보호대상자활동/경험 해당직무 인턴경력, 해당직무 알바경험, 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, 문서작성 우수자근무조건 인근거주자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 의료비지원(가족), ...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 직책수...","명절선물/귀향비, 창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","수유실, 휴게실, 수면실, 회의실, 카페테리아, 게임기, 전용 사옥, 사원증, 사무용품 지급","주택자금 융자","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 휴가비지원, 산전...","캐주얼데이","48",NA,"10"
"412","케이비부동산신탁(주)","KB부동산신탁 2019년도 직원 채용","240","5,638","경력 1년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 6개월",NA,NA,"서울 강남구, 서울전체, 대전전체, 대전 서구","2019.04.08 11:00","2019.04.22 17:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"234",NA,NA
"413","한국보육진흥원","직원(전문계약직, 정규직, 무기계약직) 채용 공고","121","1,523","신입·경력","학력무관","무관","회사내규에 따름","정규직, 계약직, 인턴직인턴직 정규직 전환 가능",NA,NA,"서울 용산구지도","2019.04.02 00:00","2019.04.17 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"93",NA,NA
"414","㈜노루코일코팅","[노루그룹] ㈜노루코일코팅 신입/경력사원 채용공고","241","4,281","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"경기 안양시 만안구","2019.04.06 00:00","2019.04.14 23:59","전공화학, 화학공학, 상경계열",NA,NA,NA,NA,NA,NA,NA,NA,"218",NA,NA
"415","㈜아발론교육","[본사직영] 강동캠퍼스 운영팀 채용","12","179","신입·경력(년수무관)","학력무관","무관","2,400~2,600만원경력별 면접후 결정","정규직","사원 / 팀원","주 5일(월~금) 13:30-21:30","서울 강동구지도","2019.04.05 10:00","2019.04.15 23:59","기본국가유공자, 보훈대상자활동/경험 해당직무 근무경험기타컴퓨터활용 가능자","건강검진, 각종 경조사 지원","퇴직연금, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","우수사원시상식, 사내동호회 운영","휴게실","야간교통비지급","연차, 경조휴가제, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 휴양시설 제공",NA,NA,NA,NA
"416","대한소결금속(주)","기술연구소 기계·자동차 정규직 모집 공고","78","847","신입","대졸(4년제) 이상(예정자 가능) 대학원 졸업(예정자) 우대","무관","5,000~6,000만원","정규직 수습기간 6개월","사원 / 팀원","주 5일(월~금) 08:00~17:00","대구 달성군지도","2019.04.05 10:00","2019.04.19 15:00","전공금속/비금속공학, 기계/자동차/조선공학, 신소재/재료공학외국어TOEIC 600급(점) 이상, JLPT 600급(점) 이상, (新)HSK 600급(점) 이상기본국가유공자, 보훈대상자외국어 능력 영어가능자, 영어능통자, 일본어 가능자, 중국어 가능자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 의...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특...","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","휴게실, 회의실, 유니폼지급, 콘도/리조트 이용권, 사무용품 지급","차량유류비지급, 통근버스 운행, 주택자금 융자, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 포상휴가...","노조/노사협의회, 자유복장","250",NA,"78"
"417","한미반도체㈜","[한미반도체] 경리부 모집 (경력)","15","423","경력(년수무관)","대졸(4년제) 이상 상경계열 우대","무관","면접후 결정퇴직금 별도 - 식사 제공","정규직 수습기간 3개월",NA,"주 5일(월~금) 08:20 ~ 17:20","인천 서구지도","2019.04.05 10:00","2019.04.14 23:59","전공회계학, 상경계열기본국가유공자, 보훈대상자, 장애인우대활동/경험 해당직무 인턴경력, 해당직무 근무경험","건강검진, 각종 경조사 지원, 자녀학자금","장기근속자 포상, 퇴직금, 야근수당, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공",NA,"차량유류비지급",NA,NA,NA,NA,NA
"418","㈜인동에프엔","[쉬즈미스/리스트] 홍보, VMD 경력 채용","13","255","경력 5년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 서초구지도","2019.04.05 10:00","2019.04.22 23:59",NA,"건강검진, 각종 경조사 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 4대 보험",NA,NA,NA,NA,"연차",NA,NA,NA,NA
"419","오스템임플란트 ㈜","오스템임플란트 2019년 상반기 IT부문 공개채용","47","1,369","경력","대졸(2,3년제) 이상 *분야별 상이함","무관","회사내규에 따름","정규직",NA,NA,"서울 금천구","2019.04.05 00:00","2019.04.14 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37",NA,NA
"420","(주)필옵틱스","[연구개발] Machine Vision 경력직 채용 건","6","146","경력 3년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","경기 수원시 권선구지도","2019.04.05 10:00","2019.04.20 23:59","기본보훈대상자활동/경험 해당직무 근무경험","각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"구내식당(사원식당)","휴게실",NA,"휴가비지원, 휴양시설 제공",NA,NA,NA,NA
"421","대한소결금속㈜","기술연구소 기계·자동차 정규직 모집 공고","280","2,631","신입","대졸(4년제) 이상(예정자 가능) 대학원 졸업(예정자) 우대","무관","회사내규에 따름","정규직 수습기간 6개월","사원 / 팀원","주 5일(월~금) 08:00~17:00","대구 달성군","2019.04.05 00:00","2019.04.18 23:59","전공금속/비금속공학, 기계/자동차/조선공학, 신소재/재료공학외국어TOEIC 600급(점) 이상, JLPT 600급(점) 이상, (新)HSK 600급(점) 이상기본국가유공자, 보훈대상자외국어 능력 영어가능자, 영어능통자, 일본어 가능자, 중국어 가능자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 의...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특...","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","휴게실, 회의실, 유니폼지급, 콘도/리조트 이용권, 사무용품 지급","차량유류비지급, 통근버스 운행, 주택자금 융자, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 포상휴가...","노조/노사협의회, 자유복장","288",NA,"91"
"422","(주)인포마크","HW 제품개발 정규직(경력) 채용","3","125","경력 7년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","선임연구원, 책임연구원 / 팀원","주 5일(월~금) ","경기 성남시 분당구지도","2019.04.05 10:00","2019.05.05 23:59",NA,"건강검진, 각종 경조사 지원","인센티브제, 퇴직금, 4대 보험","명절선물/귀향비","저녁식사 제공","카페테리아, 사내 정원, 노트북, 사원증","야간교통비지급, 주차비지원",NA,"자유복장",NA,NA,NA
"423","한화호텔앤드리조트(주)","[한화호텔앤드리조트/FC] 품질보증팀 경력사원 모집","32","312","경력(년수무관)","학력무관","무관","회사내규에 따름","계약직 1년, 정규직 전환 가능",NA,"주 5일(월~금) ","서울 동대문구지도","2019.04.05 11:00","2019.04.14 23:59","자격/능력 문서작성 우수자",NA,"4대 보험",NA,NA,NA,NA,NA,NA,"41",NA,NA
"424","(주)이덕아이앤씨","[알레르망] 백화점 영업지원 신입사원 모집","31","208","신입","대졸(4년제) 이상(예정자 가능)","24~30세/여자","2,700 만원","정규직 수습기간 3개월","사원 / 팀원","주 5일(월~금) 09:00~18:00","서울 마포구지도","2019.04.05 11:00","2019.05.05 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자",NA,"퇴직금, 4대 보험","명절선물/귀향비","워크샵","휴게실",NA,"연차, 산전 후 휴가, 육아휴직",NA,NA,NA,NA
"425","아디다스코리아(유)","APAC BRAND TRAINEE PROGRAM","120","2,089","신입·경력","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","인턴직 6개월","면접후 결정",NA,"서울 서초구","2019.04.05 00:00","2019.04.19 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100",NA,NA
"426","(주)지마린서비스(G-Marine Service)","[기술연구소] 조선설계 경력직 모집 공고","13","330","경력 8년 이상","학력무관","무관","회사내규에 따름","계약직 1년, 정규직 전환 가능 - 기간제","대리, 과장","주 5일(월~금) 8시~18시","부산 동구지도","2019.04.05 11:00","2019.05.05 23:59",NA,"건강검진, 의료비지원(본인), 각종 경조사 지원, 단체 상해보험, 통신비 지원, 선택...","장기근속자 포상, 퇴직금, 직책수당, 자격증수당, 4대 보험",NA,"우수사원시상식, 자격증취득지원, 교육비 지원, 점심식사 제공, 사내동호회 운영, ...","공기청정기, 사원증, 자회사 제품할인",NA,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가","캐주얼데이",NA,NA,NA
"427","쿠쿠전자(주)","렌탈 영업관리 타사 경력자 모집(렌탈 제품 점검 및 관리 경력자","20","366","경력(년수무관)","학력무관","무관","3,200~3,400만원","정규직","면접후 결정","주 5일(월~금) 오전 9시~오후 6시","경기 성남시 중원구지도","2019.04.05 11:00","2019.05.05 23:59","기본여성우대활동/경험 해당직무 근무경험근무조건 운전가능자","건강검진, 각종 경조사 지원, 통신비 지원, 자녀학자금","퇴직연금, 인센티브제, 우수사원포상, 퇴직금, 직책수당, 장기근속수당, 가족수당, 4대 보험","명절선물/귀향비, 창립일선물지급","신입사원교육(OJT), 음료제공(차, 커피)","유니폼지급",NA,"연차, 여름휴가, 반차, 근로자의 날 휴무","회식강요 안함, 야근강요 안함",NA,NA,"12"
"428","태권도진흥재단","NCS 기반 신규직원 채용 공고","163","4,575","신입·경력","학력무관","무관","회사내규에 따름","정규직, 계약직, 인턴직",NA,NA,"전북 무주군","2019.04.12 10:00","2019.04.22 17:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83",NA,NA
"429","㈜하이비젼시스템","(코스닥상장사)SW개발/설계/제어 경력 채용 (상시모집)","20","563","경력","고교졸업 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 9시~오후 6시","경기 성남시 중원구","2019.04.05 00:00","2019.04.14 23:59","기본국가유공자, 보훈대상자, 장애인우대외국어 능력 영어가능자활동/경험 해당직무 근무경험, 석사학위 수여자자격/능력 문서작성 우수자근무조건 인근거주자","건강검진, 직원대출제도, 각종 경조사 지원","인센티브제, 상여금, 퇴직금, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영",NA,"기숙사 운영",NA,NA,NA,NA,NA
"430","이데일리","[인턴] 이데일리 온라인뉴스팀 인턴기자 모집","52","460","신입","대졸(4년제) 이상(예정자 가능)","무관","175 만원","인턴직 2개월",NA,"주 5일(월~금) 오전 8시 30분 ~ 오후 6시","서울 중구지도","2019.04.05 11:00","2019.04.21 23:59",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 4대 보험","생일선물/파티","직무능력향상교육, 사이버연수원운영, 사내동호회 운영","카페테리아",NA,"연차",NA,NA,NA,NA
